"batch_size","epochs","activation","dense","optimizer","drop","learning_rate","conv","clipnorm","clipvalue","decay","epsilon","rho","momentum","nesterov","beta_1","beta_2"
6,253,"linear","2000 1000 500 100 50","sgd",0.0374134863273008,0.0409312219614925,"64 32 16 32 64 1",6.7808884923775,2.87245564666699,0.580346978817834,"1e-08",8.21855785674126,4.44740235698409,TRUE,2.74136484435379,3.04048338328064
9,430,"sigmoid","2000 1000 1000 500 100 50","sgd",0.879609903410159,0.0544595907119324,"64 32 16 32 64 1",5.53968793956447,2.58222452949534,3.75267925210414,"1e-10",4.77647482226058,9.12484515377437,FALSE,5.58609758274771,0.915940412592618
6,487,"linear","2000 1000 500 100 50","sgd",0.163007831046602,0.0373891966788323,"32 20 16 32 10 1",6.37438774643065,5.19990065806977,9.95635972459102,"1e-08",9.96573660468597,7.1969970075984,TRUE,5.30682126625382,2.41644281651663
10,264,"linear","1000 500 100 50","rmsprop",0.582864618302125,0.00333095906530599,"50 50 50 50 50 1",3.08019558233645,4.78004006582639,0.45579216348473,"1e-12",1.42151712285903,0.0718048344680574,TRUE,5.14577706988138,9.6667107099933
10,491,"softplus","2000 1000 500 100 50","adam",0.833188281306205,0.00694495931068252,"64 32 16 32 64 1",0.507650471476336,4.14369256544028,8.10698384504067,"1e-06",9.86227062547713,8.02157100107055,FALSE,2.73810653717334,9.98872531529257
5,196,"softmax","500 100 50","sgd",0.884189785341255,0.0893696013813975,"25 25 25 25 25 1",8.53578928617765,4.36639541754942,4.40199295523111,"1e-10",8.52286369819089,2.76272681260831,TRUE,3.59645737471452,7.39745325138315
9,137,"sigmoid","2000 1000 1000 500 100 50","adadelta",0.134353225665924,0.0327419451180872,"100 100 100 100 100 1",3.82243223708202,3.09166236357282,6.35276945390273,"1e-10",5.8671527808233,7.6363736420474,TRUE,2.02147606731285,7.27444709987061
10,170,"linear","500 100 50","adam",0.512028871342039,0.010676207563744,"64 32 16 32 64 1",0.751614759980854,1.0506386814943,6.47415020778659,"1e-12",6.32769511097256,0.392527963586617,FALSE,1.83085691873388,6.31924990119736
8,451,"elu","500 100 50","adagrad",0.236121724147629,0.0373302449284384,"50 50 50 50 50 1",6.4067136588184,5.76871905321959,3.86601387802628,"1e-12",2.63080443837317,3.85891231129528,FALSE,2.95303429603205,9.16025149011159
9,236,"relu","2000 1000 1000 1000 500 100 50","adagrad",0.679974473695247,0.0213887274494945,"64 32 16 32 64 1",4.83343939014072,3.61010863524369,8.44366734293057,"1e-12",6.81300588867944,7.80541287397849,TRUE,7.97614147370473,1.26298791988847
8,187,"sigmoid","2000 1000 1000 1000 500 100 50","rmsprop",0.761338488145871,0.0271381861367778,"25 25 25 25 25 1",9.51291570573471,6.19697976198487,8.74043343061814,"1e-14",1.85784331307024,4.30581274959259,FALSE,6.23773479895104,3.67134725329092
9,431,"tanh","2000 1000 1000 1000 500 100 50","adagrad",0.404022995821433,0.0773225882665976,"64 32 16 32 64 1",7.42407292801576,1.05771082199096,3.53281245770515,"1e-10",8.79112010210182,9.16799817514373,FALSE,9.19081950999795,4.12887621565445
6,392,"softsign","500 100 50","adagrad",0.687575192069344,0.0253802587892575,"64 32 16 32 64 1",4.55916769318866,3.63095664587678,5.97764341309899,"1e-10",0.683272583057908,0.203905750950798,FALSE,6.56489116192599,0.354194782504907
10,480,"tanh","2000 1000 500 100 50","adadelta",0.741351018715999,0.0295559544543812,"50 50 50 50 50 1",2.40260753438106,4.34911395332303,8.46069293469773,"1e-14",0.674952854693482,6.35687064450467,FALSE,3.07353483053593,3.01395755984089
8,355,"elu","500 100 50","adam",0.190597991601052,0.0675740592171306,"32 20 16 32 10 1",0.243392370760522,6.79881139202595,3.46878384092124,"1e-08",7.09538087212112,5.53003600946278,FALSE,9.80956952352158,8.27642576033952
8,199,"tanh","2000 1000 500 100 50","rmsprop",0.73301400387492,0.00973578633573486,"50 50 50 50 50 1",6.8440110806882,5.04332891248192,0.578200773734134,"1e-06",8.65504628231632,2.83114562476287,TRUE,0.177947961637151,3.65903120317951
9,202,"hard_sigmoid","2000 1000 1000 500 100 50","rmsprop",0.20591620455212,0.0874051142386381,"25 25 25 25 25 1",8.13271215187372,6.57210831300919,7.94130344886333,"1e-12",6.34811818556234,6.56563615449821,TRUE,5.35148871580976,6.56053950799176
9,160,"softsign","1000 500 100 50","adam",0.544475191834231,0.0687469119701285,"32 20 16 32 10 1",3.443658066977,1.68443921352103,2.61584957870189,"1e-12",1.98633417402355,0.317816163595999,FALSE,8.09991763415916,5.50770550952727
9,229,"softsign","2000 1000 1000 500 100 50","adadelta",0.514314694576431,0.0470729558771324,"50 50 50 50 50 1",7.35218872324928,1.9138420939703,8.19903260321938,"1e-10",3.03298980939703,4.54380188073032,TRUE,8.57880044873486,1.786629353543
8,241,"sigmoid","1000 500 100 50","sgd",0.334777752922021,0.0916554528083327,"64 32 16 32 64 1",8.11316838546916,4.06845904357774,2.41796772054629,"1e-08",9.76692160503146,8.56961153930984,FALSE,3.41414723557444,3.57459116843708
9,219,"tanh","2000 1000 1000 500 100 50","adagrad",0.112477273798501,0.0923880449297424,"64 32 16 32 64 1",7.56171070013551,4.29890618023316,8.58430096648401,"1e-08",9.46398198856821,8.43555861032684,TRUE,6.04733846868802,2.5675414590656
7,263,"hard_sigmoid","2000 1000 1000 1000 500 100 50","adadelta",0.246457404831145,0.0662238142955279,"100 100 100 100 100 1",4.94616107649277,1.25428966175884,4.3307034275413,"1e-08",6.86882878106546,0.525604988548439,TRUE,2.84753872517371,6.24445798368179
5,189,"softplus","1000 500 100 50","rmsprop",0.37429550949207,0.0681152407222336,"100 100 100 100 100 1",0.923998160538948,8.2555504671487,3.32829157551983,"1e-10",2.96981470692406,4.48971382505144,TRUE,6.32415404406968,3.77027304124464
8,240,"sigmoid","2000 1000 1000 500 100 50","rmsprop",0.889321240243677,0.0395162067145758,"25 25 25 25 25 1",9.8596348651992,6.86378145613191,5.89824762871256,"1e-10",1.87648528992411,2.62197735997033,FALSE,6.38346649691568,8.68848811413159
5,355,"tanh","2000 1000 1000 1000 500 100 50","sgd",0.265338331491547,0.00914271046251473,"100 100 100 100 100 1",1.77201195269117,9.15559329209491,3.84936989243608,"1e-06",2.65413326469691,9.92084281527321,TRUE,6.99670942003562,7.26886060317557
6,360,"linear","1000 500 100 50","adagrad",0.0773468318249448,0.0776208167086727,"25 25 25 25 25 1",1.4568746218121,8.65907614370622,8.9718300712388,"1e-14",4.73529476150275,2.06933516164892,TRUE,8.88298006851122,3.55724228922599
9,251,"linear","2000 1000 500 100 50","rmsprop",0.0320723112292006,0.0739799284110118,"25 25 25 25 25 1",1.55094735017442,4.39496793268285,9.24927337407484,"1e-06",6.90054621997579,0.882740331619279,TRUE,1.89127373106058,9.37686981872077
7,384,"relu","1000 500 100 50","adam",0.631076415283664,0.099357288414445,"25 25 25 25 25 1",6.01947961429563,7.9154835102432,2.79162469582399,"1e-14",9.87241583723874,9.33858763453085,FALSE,3.63239978805569,5.91811513717242
8,111,"tanh","1000 500 100 50","rmsprop",0.697370197657426,0.0518765897579509,"100 100 100 100 100 1",0.798294518610519,1.81455385037833,8.22983913439675,"1e-12",5.46485184893542,0.143428913919488,TRUE,9.94090338461466,9.23070294589905
9,392,"relu","2000 1000 1000 1000 500 100 50","sgd",0.668484867995116,0.0273641800101111,"50 50 50 50 50 1",0.389577267521772,7.40548690709243,5.50431035384769,"1e-10",0.281840166567261,6.81014042396331,TRUE,7.49072967798389,5.4208300699393
5,467,"hard_sigmoid","2000 1000 1000 500 100 50","rmsprop",0.457449267247505,0.0260640694104437,"64 32 16 32 64 1",3.52499246191867,1.64917503188784,3.60701675637742,"1e-10",8.82479620596705,3.17028363273013,FALSE,3.25499015083865,7.7042177971338
8,102,"tanh","1000 500 100 50","rmsprop",0.0964356521028676,0.0166848335636844,"50 50 50 50 50 1",7.51977791307442,6.63372084638676,6.38066463863826,"1e-14",3.05251802106454,5.72064948024461,TRUE,5.54678471669385,3.35441084107857
9,273,"softmax","2000 1000 1000 500 100 50","sgd",0.00422749319148716,0.056481022464598,"50 50 50 50 50 1",8.76955630541028,4.65128579418598,6.24533632754814,"1e-08",9.15541806148267,8.70045758194639,TRUE,9.61691350820104,8.28700308826353
8,315,"sigmoid","2000 1000 1000 500 100 50","sgd",0.84875278207683,0.0721669525661826,"64 32 16 32 64 1",2.86123873202547,4.75362490071055,4.52574596956489,"1e-12",1.8973376831847,7.62352083112579,FALSE,1.394491748462,7.15593509033305
7,235,"softmax","500 100 50","adadelta",0.297372647277906,0.0404467959720557,"64 32 16 32 64 1",6.6785209717391,5.15445169461337,9.6494755414722,"1e-06",3.96201345574361,0.145620944639668,TRUE,6.00521256558705,6.10767164777651
9,274,"hard_sigmoid","2000 1000 1000 1000 500 100 50","sgd",0.49334711044142,0.062512472720073,"64 32 16 32 64 1",0.566304772042582,6.06074783463476,0.337626095868181,"1e-08",4.00729000520271,1.39552109827055,TRUE,8.56156351595637,9.93893885997758
9,380,"softmax","2000 1000 1000 1000 500 100 50","adam",0.227474765500543,0.0138908339808169,"50 50 50 50 50 1",1.10852978355177,3.72543303279768,3.47818024029373,"1e-12",4.21281875680605,1.34020709716831,TRUE,7.70187840009415,1.65270047711436
7,294,"tanh","1000 500 100 50","adam",0.633085108531499,0.0363357617189213,"32 20 16 32 10 1",8.1588564520327,1.13099418963033,5.57071027905215,"1e-06",9.28802865864641,7.29408022660762,FALSE,0.153894301715443,6.91979649626908
8,318,"softplus","500 100 50","rmsprop",0.458060401729506,0.0977888250294368,"100 100 100 100 100 1",2.50180293004318,4.52495155088996,1.16761483522016,"1e-08",5.91360331450154,7.14224322076421,FALSE,0.942133962986844,0.754870791713884
7,263,"linear","500 100 50","sgd",0.381187441467145,0.0147743002418675,"50 50 50 50 50 1",4.49250987220446,7.56090064109824,0.462697963764658,"1e-06",8.75636055061286,8.12114718008088,FALSE,8.01735666908655,9.79399403297747
9,488,"softmax","500 100 50","adadelta",0.319347682363784,0.041398088137195,"32 20 16 32 10 1",1.1808871591918,3.39224873658125,1.17499614721513,"1e-12",7.11686430293219,0.841077085018624,TRUE,4.80802628599293,9.90706408537856
8,111,"hard_sigmoid","2000 1000 1000 500 100 50","rmsprop",0.561027570567315,0.0807774300475057,"64 32 16 32 64 1",3.24426148586473,3.3286555105912,1.12540252829669,"1e-14",0.463522958132919,2.62664234003052,TRUE,2.17779651726621,8.60447044279018
10,153,"sigmoid","2000 1000 500 100 50","adagrad",0.83980745242933,0.0594117458394493,"64 32 16 32 64 1",1.27700756617445,2.98186766470733,8.45102978780517,"1e-06",5.44227305079099,8.00950734984363,FALSE,9.34097357559191,3.29491548355715
10,297,"tanh","1000 500 100 50","adam",0.695232083636604,0.0658165818979486,"25 25 25 25 25 1",7.21665544995656,7.62462395019008,2.3242647943832,"1e-12",1.38520219839603,8.66442335433792,TRUE,7.22338870500089,1.81939688344185
7,494,"relu","2000 1000 1000 1000 500 100 50","adagrad",0.0100760201852652,0.0568492063037865,"32 20 16 32 10 1",1.49937313917201,7.11476608512627,3.33593826182536,"1e-12",9.32304357636668,5.2375220895384,TRUE,7.41204807453215,7.12052456215841
6,369,"hard_sigmoid","2000 1000 1000 500 100 50","rmsprop",0.709991454808332,0.0164394334895647,"32 20 16 32 10 1",9.31190274676483,9.87610088612759,4.44725198125583,"1e-12",2.96421756228586,0.943301678504795,TRUE,3.49289644943998,8.96144965186689
7,109,"hard_sigmoid","2000 1000 1000 1000 500 100 50","rmsprop",0.536143074137263,0.0748322286582408,"25 25 25 25 25 1",1.08020500453747,3.03266955014241,3.91495860969182,"1e-14",5.86397728694121,0.759030034928583,FALSE,1.80063273087128,3.1380078001572
8,112,"softsign","2000 1000 500 100 50","adadelta",0.698455221351469,0.0236736048224691,"64 32 16 32 64 1",5.15901064154202,9.23963884784593,5.87219207547023,"1e-06",7.90060815355389,2.31957281747134,TRUE,8.24988375357168,3.09461088233049
7,144,"relu","2000 1000 500 100 50","rmsprop",0.857232149144844,0.0296897032784893,"50 50 50 50 50 1",8.65543926506451,9.8690249483769,0.918678161379648,"1e-08",8.64322033735237,9.4296665350988,FALSE,1.66629466221275,6.28182467949134
5,369,"tanh","2000 1000 1000 500 100 50","sgd",0.43172598587384,0.0954829434044102,"32 20 16 32 10 1",9.805964728262,6.42190756636361,0.815082828641171,"1e-12",4.27089278222225,6.49998986893101,FALSE,7.10573569786696,2.30221994731039
10,446,"sigmoid","1000 500 100 50","rmsprop",0.686886217237869,0.0224476945733263,"25 25 25 25 25 1",0.719154537879751,6.51957410353908,4.63875053499476,"1e-10",2.19571502812188,7.12672367913183,FALSE,8.33434871845022,1.93150710492547
9,403,"hard_sigmoid","2000 1000 500 100 50","sgd",0.113910309767362,0.0794738263607328,"50 50 50 50 50 1",7.75011312216798,5.57804646946658,6.73395440823399,"1e-08",3.60449956563743,8.17759510319214,TRUE,4.1401145928932,6.43390458125938
7,235,"softplus","1000 500 100 50","adagrad",0.622830820744741,0.00474353049105748,"100 100 100 100 100 1",1.85294060828994,6.41309923329867,2.3806467351038,"1e-12",0.286555584750111,4.08952320251614,TRUE,5.07696119803958,6.94903213154584
5,290,"softplus","2000 1000 1000 500 100 50","adadelta",0.236986551210203,0.0132681724669072,"100 100 100 100 100 1",7.67955964876941,6.26772939249291,9.47985031245276,"1e-06",9.73163324625454,4.33031286019133,TRUE,3.73131697438384,3.61270462556877
7,383,"sigmoid","1000 500 100 50","adagrad",0.272456315005396,0.0131508678279355,"50 50 50 50 50 1",7.48486697115733,6.11282048814192,4.14788147534593,"1e-10",9.14139720865708,1.72583568165312,TRUE,3.86587812038214,1.61739147022256
9,335,"tanh","500 100 50","adam",0.20346195992626,0.0734794297471071,"25 25 25 25 25 1",3.23771508919303,5.57474975570604,5.11605622339528,"1e-12",6.40644175200722,4.75616920233588,TRUE,0.210583369585758,3.56884503233475
7,117,"tanh","2000 1000 1000 500 100 50","rmsprop",0.0307497684224392,0.0924030756978111,"32 20 16 32 10 1",7.1790198848932,3.12334465276724,9.11464542022557,"1e-12",7.99601979154285,1.08177964522503,FALSE,3.45979956133849,6.46989452051512
9,366,"softplus","2000 1000 500 100 50","adam",0.127206484666129,0.0548567205460095,"100 100 100 100 100 1",2.74139398441117,4.56081239935936,8.28673389290227,"1e-06",1.3486627779715,5.65351063910988,TRUE,8.13246116598585,4.21096352115155
5,450,"tanh","2000 1000 1000 1000 500 100 50","adadelta",0.484891797296028,0.0603724036940788,"100 100 100 100 100 1",5.73924841874209,1.20714899180148,9.06685147343785,"1e-14",3.98475042312887,7.64502750163432,FALSE,3.11241934230201,9.14810832650975
7,102,"linear","2000 1000 500 100 50","adadelta",0.662949698190938,0.00596192576349734,"50 50 50 50 50 1",0.539149785632285,9.82151631659653,0.676324208218139,"1e-06",4.82016405209659,1.83228233741014,FALSE,7.28370366342854,3.02648430697935
8,255,"elu","500 100 50","adam",0.57057362397043,0.0349351031528211,"25 25 25 25 25 1",8.64942361719651,0.625099805081015,0.0844229623593856,"1e-12",3.43386022818297,9.94573954532389,FALSE,2.05026863494927,8.75619788024423
5,391,"elu","500 100 50","adam",0.68221416445066,0.0554809314712553,"32 20 16 32 10 1",3.4544975723943,1.19217923033506,6.50251226447173,"1e-06",2.12081924825688,1.92223259371938,FALSE,8.20020543715122,9.83607861063454
9,385,"linear","2000 1000 1000 1000 500 100 50","adam",0.788644486492511,0.0930334303348627,"25 25 25 25 25 1",5.58166226036116,7.1718638195758,3.68065813560155,"1e-12",9.9002174190751,7.43950618318166,TRUE,7.27346306464768,3.53955546849979
10,160,"softsign","1000 500 100 50","sgd",0.815983145300997,0.090218193870983,"64 32 16 32 64 1",5.19519838384625,6.6197404648418,0.98542863846058,"1e-10",8.31508492195402,4.86319821194163,FALSE,0.784241167768161,6.03303017468319
6,364,"softsign","1000 500 100 50","adam",0.689254844572744,0.033706040007702,"64 32 16 32 64 1",0.682999557093403,0.303892574592585,7.27064941550256,"1e-14",1.3990943353983,4.823250713991,FALSE,9.25638278477373,0.542277974429318
7,193,"linear","2000 1000 1000 500 100 50","adam",0.1538413395699,0.0376241806301904,"32 20 16 32 10 1",9.32139451954745,8.25114064282123,4.8186136510747,"1e-06",2.88891224457596,1.75721135535277,FALSE,1.80972316334008,2.58645158617151
10,243,"softsign","2000 1000 500 100 50","adadelta",0.672073440708267,0.0724801517744662,"50 50 50 50 50 1",8.86098929687319,3.58371850728116,9.01321207314846,"1e-14",7.23648404070493,2.71392885538982,FALSE,7.2762226359923,4.70366524478896
8,147,"softmax","2000 1000 1000 1000 500 100 50","sgd",0.549276361599576,0.0984068550310297,"50 50 50 50 50 1",8.32444648245938,5.88140289772477,8.69501317059156,"1e-14",3.87770916303241,3.37134150048485,TRUE,8.14949034284437,9.2976279699024
6,322,"relu","2000 1000 500 100 50","rmsprop",0.158235611616564,0.0333374937438157,"32 20 16 32 10 1",7.44304353102747,4.93813872743288,1.70918186919065,"1e-14",9.27628114419733,8.90181757185492,FALSE,0.51960010759224,6.92292466930131
8,391,"sigmoid","1000 500 100 50","adagrad",0.249244823272317,0.08977517618887,"50 50 50 50 50 1",8.88237517606716,7.38323774401727,7.06394251010031,"1e-08",6.51491425217361,9.62947046253714,TRUE,5.9332148023953,9.92237341152619
6,298,"tanh","1000 500 100 50","rmsprop",0.501053161711316,0.0940566703141673,"32 20 16 32 10 1",7.80784890128283,3.95815741342682,6.96496458472218,"1e-06",4.89650112238124,4.29559882665286,TRUE,7.52785713006848,1.64621670623738
5,213,"sigmoid","2000 1000 1000 1000 500 100 50","adam",0.889773325303488,0.0154725150880571,"25 25 25 25 25 1",1.97676569548213,8.22574527284999,9.02466004605289,"1e-12",5.47424655381339,6.49113884830731,TRUE,6.14130183939388,5.09460011205701
6,167,"softsign","1000 500 100 50","adadelta",0.58551200934659,0.000216369105069877,"50 50 50 50 50 1",8.49031505884787,3.2972403829655,5.55110094773001,"1e-08",2.16326411484024,6.89314882068196,TRUE,3.56518185741467,9.53377202674496
10,492,"elu","2000 1000 500 100 50","adam",0.147470016161667,0.0600149160155263,"25 25 25 25 25 1",2.6732985051628,0.650802165723851,3.05231929025031,"1e-10",3.22952931263012,4.17505954447435,TRUE,8.66758034466317,1.09819016479643
6,367,"elu","2000 1000 1000 500 100 50","adadelta",0.690284131213382,0.0393776206074426,"25 25 25 25 25 1",1.1476289353646,9.51129371138061,8.74788709714427,"1e-14",0.554983943356755,0.776756478318712,FALSE,2.04195618026598,9.4541026260455
5,236,"tanh","2000 1000 1000 1000 500 100 50","adam",0.894217584526632,0.0904523683207204,"64 32 16 32 64 1",6.39760145772865,5.63335143287162,6.3033075935964,"1e-14",1.19375770140999,7.62563739158446,FALSE,3.19092589417601,7.32875981186395
7,110,"softplus","2000 1000 500 100 50","sgd",0.463342200686072,0.0607477768059774,"50 50 50 50 50 1",3.88932893198181,7.51010558643499,1.45362851586309,"1e-10",3.02380033099455,7.47427620482631,TRUE,8.04603379775155,4.24520586163455
8,361,"softplus","1000 500 100 50","sgd",0.112679905874853,0.0446032782029364,"100 100 100 100 100 1",2.37347181662961,2.37177153856354,3.65613444899558,"1e-14",7.62725831565062,6.62336564127822,TRUE,5.49388447553932,6.04826604305728
10,307,"elu","2000 1000 1000 1000 500 100 50","rmsprop",0.36895038956136,0.0822809300313372,"50 50 50 50 50 1",7.78948897927181,6.98170154281263,3.43924067706102,"1e-12",7.29241589062263,3.80684539678507,FALSE,9.09938350372733,8.69232240475637
8,232,"softsign","500 100 50","sgd",0.844334993841418,0.0969656991986572,"64 32 16 32 64 1",9.54332879095227,5.86166809793194,1.61198396778665,"1e-12",7.58066264457007,7.6182997461583,FALSE,5.84001450568862,6.44422456254469
10,440,"sigmoid","2000 1000 1000 500 100 50","adadelta",0.834382713189628,0.0761120942058265,"64 32 16 32 64 1",1.6190115193671,7.09069631235476,6.48356597227277,"1e-12",0.80430249946072,2.49568080703728,TRUE,5.57027857439572,5.16780446940757
5,170,"hard_sigmoid","1000 500 100 50","adadelta",0.483520958451228,0.0196635162572739,"64 32 16 32 64 1",7.68793249613284,5.16337977271628,3.66075602960773,"1e-14",3.93061187268513,8.93560489548603,TRUE,3.95313312325322,5.22261643715983
6,138,"softsign","2000 1000 1000 500 100 50","adam",0.623694108799368,0.00111815347221405,"100 100 100 100 100 1",4.03037266355142,9.81313062406235,5.93326901380089,"1e-10",1.35739753392326,2.09386778101325,TRUE,9.01200462152314,2.93598449648699
8,247,"sigmoid","2000 1000 1000 1000 500 100 50","rmsprop",0.662770186095801,0.0168391780273303,"50 50 50 50 50 1",8.78742388216395,6.05844461186504,4.49201084187953,"1e-06",5.21979661153637,4.06174306383822,FALSE,8.5272531909848,5.37617842072751
10,332,"tanh","2000 1000 1000 1000 500 100 50","sgd",0.774715851083072,0.0714959376502601,"100 100 100 100 100 1",2.78674975220631,2.25775749615715,6.57129831676604,"1e-06",3.04530586886115,4.66344621559372,FALSE,5.97982638759272,9.73335808674863
10,268,"softsign","2000 1000 1000 1000 500 100 50","rmsprop",0.856367527880939,0.0953942693219516,"32 20 16 32 10 1",0.368270967422013,7.27525817027333,5.78139644247713,"1e-08",9.14901413734886,4.46443936335621,TRUE,4.18155439429682,0.178740036094502
9,129,"linear","500 100 50","adam",0.785396901598654,0.0611910777784583,"32 20 16 32 10 1",4.44566071441896,1.45746900386795,9.45397542910185,"1e-08",0.76286288790298,4.57923363305279,FALSE,9.55048606456131,8.64672635187904
5,485,"hard_sigmoid","500 100 50","adagrad",0.259656482618395,0.000756398438094437,"50 50 50 50 50 1",5.99003760316661,0.937689093768586,0.545906803424004,"1e-10",2.86185392784658,4.37866335804574,TRUE,1.33733126918426,8.41923058190697
7,177,"elu","2000 1000 1000 500 100 50","adam",0.450372691652644,0.0731033830801888,"25 25 25 25 25 1",2.92085291006087,2.8210529208073,4.21782967006555,"1e-12",0.799583974629867,5.90155648969114,TRUE,8.20661605007816,0.901415495195364
10,163,"tanh","1000 500 100 50","adagrad",0.836576042408345,0.0415513796003562,"50 50 50 50 50 1",7.93553550671938,9.77747854831958,8.24654736003023,"1e-08",1.23831950170922,5.52236386172008,FALSE,9.74051894961337,3.36054163098387
7,380,"hard_sigmoid","500 100 50","rmsprop",0.701560438263766,0.063838252173613,"32 20 16 32 10 1",5.21694021421784,1.28597822240977,2.88904530847678,"1e-06",6.97893012426112,5.86261710406979,TRUE,0.126472905773052,1.93928360306312
10,203,"softmax","500 100 50","adagrad",0.214985420052311,0.0228790869293378,"64 32 16 32 64 1",6.29742586513014,8.65290230980348,7.31918526249123,"1e-08",1.69161744209522,8.89423961429391,TRUE,2.34087440376732,3.22827710216802
9,107,"softplus","2000 1000 500 100 50","rmsprop",0.25737995706657,0.0159861785738894,"50 50 50 50 50 1",6.25789916032331,3.57998791314357,7.69840655198321,"1e-12",9.39868521621487,7.92377987697255,FALSE,0.590828361636014,3.40084645637215
9,138,"softplus","500 100 50","rmsprop",0.620716413308017,0.0712131715800079,"32 20 16 32 10 1",1.58505458112642,0.255254560463383,8.99176532760728,"1e-06",7.31758719816098,7.05895806045039,TRUE,0.533576260905139,8.95382750541224
5,325,"tanh","2000 1000 1000 500 100 50","adadelta",0.10541196384842,0.0326440760417873,"64 32 16 32 64 1",7.13958836052404,6.33476649848498,8.75106688625296,"1e-10",8.11784218388052,4.64109480421408,FALSE,2.70010873137809,6.637069159271
7,470,"hard_sigmoid","2000 1000 500 100 50","adagrad",0.108099372603768,0.0072376583652042,"50 50 50 50 50 1",7.54489761084997,2.66294923581464,1.50793903610902,"1e-12",2.25192941162867,9.03689090690925,FALSE,3.69909772172883,8.66112004660796
5,329,"elu","1000 500 100 50","rmsprop",0.724742724022397,0.0703318651153754,"64 32 16 32 64 1",7.52110811342148,9.15173569619161,2.10158750500297,"1e-12",9.77373282299224,0.715908477146877,FALSE,6.7777114773151,2.31316456333841
8,494,"softmax","500 100 50","adagrad",0.819511736161821,0.048088049321521,"64 32 16 32 64 1",4.31228057261607,0.838712977507685,6.64631224980578,"1e-06",2.94043672695777,1.76117827523965,FALSE,9.20398527538497,8.10060201782802
6,179,"softplus","500 100 50","adagrad",0.415617187961424,0.000459501040674566,"64 32 16 32 64 1",4.01115441422829,6.92075086800166,3.17804689207813,"1e-14",6.35813029676837,4.34512449275819,TRUE,6.18753482852824,6.86730935190788
10,426,"linear","2000 1000 1000 1000 500 100 50","sgd",0.804165432537999,0.0930655528243039,"100 100 100 100 100 1",0.122628065831172,7.95765578988429,7.20644836758962,"1e-14",4.46077801732619,6.27414111568476,TRUE,0.998740393274321,4.02843889812268
5,396,"tanh","1000 500 100 50","adam",0.520367845575255,0.0257421245279682,"50 50 50 50 50 1",2.24732713590699,1.54445631321234,4.18138305415632,"1e-12",9.78210233118786,4.2222069721634,TRUE,3.09980875727974,0.827203162580035
5,343,"hard_sigmoid","2000 1000 1000 1000 500 100 50","adam",0.278703621568345,0.000550883023286548,"32 20 16 32 10 1",4.95610738108162,2.50040804796684,8.84958501199377,"1e-10",9.62713919893247,1.24973253331147,TRUE,6.70010461948805,0.145068538502328
6,452,"softsign","2000 1000 500 100 50","adadelta",0.057655344696308,0.0334061777207417,"32 20 16 32 10 1",8.14786042424025,2.51300060675504,3.95348363504745,"1e-14",3.84281872860074,0.962249223967083,TRUE,9.00744190913199,3.96389573762928
7,360,"linear","2000 1000 1000 500 100 50","adadelta",0.264105333901243,0.0889246565546652,"64 32 16 32 64 1",5.43248524905335,0.0936322212908678,6.3273245073366,"1e-08",4.92810929597365,5.97367614089511,TRUE,6.25054414517552,3.8760010524891
5,158,"tanh","2000 1000 1000 1000 500 100 50","sgd",0.519875740724069,0.0758179937203357,"25 25 25 25 25 1",2.64843495118597,0.00229398718281316,1.00267569850897,"1e-10",7.7462112817218,2.08879724156577,FALSE,6.26594858767831,8.48553913420983
8,134,"softmax","500 100 50","rmsprop",0.452028734078561,0.0442285147071455,"50 50 50 50 50 1",9.35290061357896,4.66783168477599,2.70141384944436,"1e-06",6.92458030221079,1.40136601705919,FALSE,2.43714641191217,1.82732598501172
6,479,"sigmoid","2000 1000 1000 500 100 50","rmsprop",0.434457673809025,0.0619404745849673,"100 100 100 100 100 1",4.16104368045046,8.68630380043676,5.63288458244875,"1e-08",1.68384402208527,1.95786175634363,FALSE,4.2880343933399,8.73831770910152
7,212,"softplus","2000 1000 500 100 50","sgd",0.599504491022159,0.0062342093197299,"25 25 25 25 25 1",7.53973085506048,6.15365665806821,4.18663764803205,"1e-12",0.605102390844823,9.38673022849485,TRUE,5.11397689227553,2.40696273985396
8,256,"softplus","1000 500 100 50","adadelta",0.32852924778118,0.017335220302144,"32 20 16 32 10 1",9.30848453667364,6.8802576167509,5.86755405787961,"1e-14",0.500932983769251,5.69379465651,TRUE,3.92277568265379,7.43258898261265
10,256,"relu","1000 500 100 50","sgd",0.649038659935829,0.058740094484519,"25 25 25 25 25 1",0.810763787350588,5.32574382653147,6.46269847983611,"1e-06",5.60736420726924,6.86885412983014,FALSE,1.50352319323328,0.244744185962888
5,336,"softplus","500 100 50","adam",0.624913060489192,0.0599384498414533,"100 100 100 100 100 1",0.546860006266811,7.03976691527392,3.13212852111552,"1e-10",1.10218894958526,5.33251337412628,TRUE,2.53889036751194,9.87823754166371
6,224,"sigmoid","2000 1000 1000 500 100 50","adam",0.621114395431196,0.0855804704251631,"100 100 100 100 100 1",7.85576284474589,6.19108546025347,0.495694036687491,"1e-06",5.96297262563472,1.33027529096929,TRUE,2.51450224591547,8.67759632425228
8,201,"hard_sigmoid","2000 1000 500 100 50","adagrad",0.00868748391007539,0.00958947670371689,"100 100 100 100 100 1",7.97035923461868,6.09119785803079,6.34560080150026,"1e-12",8.35633570652334,1.30963250360102,TRUE,2.16755644906499,2.28733627016829
