"cell_features","use_landmark_genes","dense","dense_feature_layers","batch_size","residual","activation","optimizer","learning_rate","reduce_lr","warmup_lr","epochs","clipnorm","clipvalue","decay","epsilon","rho","momentum","nesterov","beta_1","beta_2"
"expression",1,"1000 1000 1000","1000 1000 1000 1000 1000",512,FALSE,"relu","adam",0.00554229940082318,FALSE,TRUE,201,5.80896717607374,1.15894020018384,0.101968749287771,1e-10,6.53884097538766,6.55568706140621,TRUE,4.49644254200433,5.00600993302303
"mirna",1,"1000 1000 1000 1000 1000","1000 1000 1000 1000",128,TRUE,"tanh","adam",0.0699201571022976,FALSE,FALSE,394,2.54863191348798,8.82598163252444,2.30978026996599,1e-12,1.01478378794434,0.207785813825903,TRUE,6.25018527974525,7.90373180614289
"mirna",1,"1000 1000 1000","1000",512,FALSE,"tanh","adam",0.0694832110162088,FALSE,TRUE,178,7.66131974207743,6.3707934636489,2.90731351770111,1e-10,7.15206530318293,0.238293612247799,FALSE,4.72929142018979,2.72169211638494
"expression",1,"1000 1000 1000 1000","1000 1000 1000",32,TRUE,"sigmoid","sgd",0.0491910569869807,FALSE,TRUE,294,6.54832568842809,7.85695647024181,1.98916584561463,1e-12,2.65166249100094,1.87947704499355,TRUE,4.13564843975482,8.16695307616452
"mirna",1,"1000 1000 1000 1000","1000",128,FALSE,"sigmoid","rmsprop",0.0277821901770843,TRUE,FALSE,444,6.11290937439204,5.7620431573737,3.11671229762724,1e-14,5.65582928638376,5.54065295325359,FALSE,5.59002679456748,2.26238278019996
"expression",1,"1000 1000 1000 1000 1000","1000 1000 1000 1000 1000",128,FALSE,"relu","rmsprop",0.0716922845014273,FALSE,FALSE,383,3.8652430830391,7.95413027794547,9.1607849593414,1e-10,9.34586068162828,1.81516250545275,TRUE,9.46999290524843,9.5774232687298
"mirna",1,"1000 1000","1000",64,FALSE,"tanh","rmsprop",0.00631618662227498,TRUE,FALSE,285,4.57180936891557,9.78156669486846,6.99146431796486,1e-08,8.29562358094888,0.405463830491062,TRUE,7.59803871403293,9.77956313572729
"expression",1,"1000 1000 1000 1000 1000","1000 1000 1000",32,FALSE,"relu","rmsprop",0.063306557931971,FALSE,TRUE,178,2.03313237455692,0.244209689556952,1.07787396818982,1e-08,0.810623074970321,9.12586611364852,TRUE,4.60642171912822,7.4790020741148
"mirna",1,"1000 1000","1000 1000 1000 1000",1024,FALSE,"sigmoid","sgd",0.0211369914359748,FALSE,TRUE,243,8.00526997253044,3.00073462715254,1.88613840431906,1e-12,2.07785708672014,3.54763597666286,FALSE,9.86272408624635,8.99487080865348
"expression",1,"1000 1000 1000 1000","1000 1000",512,TRUE,"sigmoid","rmsprop",0.0437727044632385,FALSE,FALSE,224,0.0255239399589537,8.43332641628476,7.6848446016002,1e-06,7.678884736518,1.29607426280505,FALSE,9.44597350938002,6.17407223233246
"expression",1,"1000 1000 1000","1000 1000 1000",512,TRUE,"relu","sgd",0.0798483308119831,FALSE,FALSE,334,4.65331667847384,8.64804942635602,0.342351920438232,1e-10,8.60708810073179,6.48772097083041,TRUE,3.70548794943316,8.71279111382867
"mirna",1,"1000 1000","1000 1000 1000 1000",1024,TRUE,"sigmoid","sgd",0.0242830421500061,FALSE,FALSE,225,4.78024715549999,7.17526259360975,8.38365006588749,1e-06,2.14157959006652,4.97792637055041,FALSE,8.51949224233508,8.54977089657532
"expression",1,"1000 1000 1000","1000 1000",128,FALSE,"sigmoid","rmsprop",0.0956432406727511,TRUE,TRUE,132,6.09654041380253,1.13876406316562,3.68405244501657,1e-14,8.53946903008614,7.73900570462923,TRUE,5.00749695838945,9.0045922008918
"expression",1,"1000 1000 1000 1000 1000","1000 1000 1000 1000 1000",128,TRUE,"sigmoid","adam",0.0827222738996618,FALSE,TRUE,459,6.50951066502709,4.00496671121661,6.41277604845352,1e-12,2.13976836222206,9.70021885831375,FALSE,3.81683437510676,1.99636018208932
"expression",1,"1000 1000 1000","1000 1000 1000",1024,TRUE,"relu","rmsprop",0.0137745355261666,TRUE,TRUE,393,3.89553163646643,1.87419293926699,9.79835879616672,1e-14,8.47904732323678,9.4999956199713,FALSE,6.66756440642061,9.13950240609232
"expression",1,"1000 1000 1000 1000 1000","1000 1000 1000 1000",1024,TRUE,"sigmoid","rmsprop",0.0516532983457623,TRUE,TRUE,161,2.26009941894049,8.6542412210832,5.70001117094536,1e-08,9.53852765871313,4.98906432621181,FALSE,1.11839411414178,3.16670105444613
"expression",1,"1000 1000","1000 1000 1000 1000",256,FALSE,"relu","adam",0.0345991424119155,FALSE,TRUE,290,7.2270957256499,4.71055315550043,8.12660256114556,1e-10,0.913693544136656,9.20018761853804,TRUE,7.92359431058334,2.31825674490069
"mirna",1,"1000 1000 1000 1000","1000 1000 1000",512,TRUE,"sigmoid","sgd",0.0216264513503032,FALSE,FALSE,482,1.03664960720641,0.995192125733206,1.06186090007424,1e-12,9.46530257758197,1.34295303118648,TRUE,7.30846069497381,6.63502046600584
"expression",1,"1000 1000 1000","1000 1000 1000 1000 1000",128,TRUE,"sigmoid","rmsprop",0.0119678689517463,TRUE,FALSE,292,8.44034843027236,3.92492824620201,6.28148341652704,1e-08,7.78871246170749,8.39801412470639,TRUE,8.1827823591253,1.74232267060373
"mirna",1,"1000 1000 1000 1000","1000 1000",512,FALSE,"relu","adam",0.0560808494248057,FALSE,TRUE,223,2.23731078848872,0.654949768679202,8.66643412803998,1e-12,6.06513428588644,4.4207560572715,TRUE,8.05637125339099,9.79417074297268
"expression",1,"1000 1000","1000 1000",512,TRUE,"tanh","rmsprop",0.0352870044755797,FALSE,FALSE,499,6.32297854885065,9.57677937267448,3.22662651439779,1e-14,9.61805030380343,4.3317497159401,TRUE,8.91067882338216,4.39035057213919
"mirna",1,"1000 1000","1000 1000 1000 1000",128,TRUE,"sigmoid","sgd",0.0876152573223461,TRUE,FALSE,326,8.86340733705236,8.09918162631777,8.27486395910149,1e-12,1.09067524525362,6.00537416107836,FALSE,6.18871801247282,0.519381645783947
"expression",1,"1000 1000 1000","1000 1000 1000 1000 1000",64,FALSE,"sigmoid","adam",0.0133781260864253,TRUE,FALSE,129,5.90291667991979,0.190175143005963,0.478149147311924,1e-12,2.60531785585469,0.271900043938076,TRUE,2.75662393899029,1.92364191192607
"mirna",1,"1000","1000 1000 1000 1000 1000",32,FALSE,"sigmoid","rmsprop",0.0664276393703561,TRUE,TRUE,323,3.70247816162724,6.10134965060208,5.90387770563015,1e-14,6.97032817659207,3.47037803881918,FALSE,7.7155574933369,4.04615115064967
"expression",1,"1000","1000",1024,TRUE,"sigmoid","adam",0.0310981443906216,FALSE,TRUE,440,4.48817888920928,7.56523894827153,8.64375229024678,1e-06,7.23212844532492,9.67242078200798,FALSE,1.36374074299703,2.04492011498104
"mirna",1,"1000 1000 1000","1000 1000 1000 1000 1000",1024,FALSE,"tanh","adam",0.00362089107929459,TRUE,FALSE,311,0.694195917644263,6.73762600517537,3.48518620607443,1e-14,3.88630507503018,3.45511131416424,TRUE,5.3588205203773,9.53463501751974
"mirna",1,"1000 1000 1000","1000 1000",32,TRUE,"relu","sgd",0.00352019218772613,TRUE,FALSE,445,6.59263023733986,7.04977254246398,7.89814659807016,1e-12,1.15632764112645,2.31699262402486,TRUE,5.688016132917,2.21714197831565
"mirna",1,"1000 1000","1000 1000",1024,TRUE,"sigmoid","sgd",0.0255494199754287,TRUE,FALSE,349,7.1451030285115,2.84731516794334,0.00692642308073118,1e-08,0.186692871047806,9.91608906575595,TRUE,4.45905184467696,8.47828811829473
"expression",1,"1000 1000 1000","1000",128,TRUE,"sigmoid","sgd",0.0996427867913034,TRUE,TRUE,272,8.2968914374435,7.05283710986681,8.73909889021655,1e-12,9.89200185806986,5.30251460797386,TRUE,0.930237175399115,1.75958790615288
"expression",1,"1000","1000",512,TRUE,"sigmoid","rmsprop",0.0905470385380614,TRUE,TRUE,108,9.11118594921184,1.02468486368766,3.33794440567493,1e-12,4.61433488714355,3.41568805921939,FALSE,3.24397532766613,7.08971318931475
"expression",1,"1000","1000 1000 1000 1000",256,TRUE,"sigmoid","sgd",0.0699602011489433,FALSE,TRUE,226,0.652786954681627,7.83816092570888,3.97506741399062,1e-10,8.58168058594669,3.63747395711951,FALSE,7.23964342646596,2.86651920554252
"mirna",1,"1000 1000 1000","1000",64,FALSE,"tanh","adam",0.0856889206372087,FALSE,TRUE,420,5.48212382851622,5.22394878455067,3.84683398057939,1e-08,9.63130592158261,1.66021996742114,FALSE,2.21304021133361,5.1034103780277
"expression",1,"1000 1000 1000 1000","1000",1024,TRUE,"relu","adam",0.0375451175182961,TRUE,FALSE,440,9.91175798853008,1.31661631545144,2.26272586080711,1e-06,5.79695409921512,5.19510532584623,TRUE,5.51705378845663,4.76385875172636
"mirna",1,"1000 1000 1000","1000 1000 1000 1000 1000",128,FALSE,"tanh","rmsprop",0.0741324587995913,FALSE,TRUE,347,9.00167340709699,9.99380840247608,7.12732739193481,1e-06,6.52444800825188,2.3987898309587,TRUE,1.73110363761103,0.254017236285909
"expression",1,"1000 1000 1000 1000","1000",32,FALSE,"tanh","rmsprop",0.0471663865509216,TRUE,TRUE,205,8.30864259833323,4.24289495241052,7.91886763231829,1e-10,3.07688219095097,3.40164416482905,FALSE,4.22868747308486,1.64663459927073
"expression",1,"1000 1000 1000 1000 1000","1000 1000 1000 1000",128,TRUE,"relu","rmsprop",0.0167379495864589,TRUE,TRUE,128,0.37307724128451,0.802708314008843,5.34967889547348,1e-12,4.96923933195675,3.57047271385905,TRUE,9.91905917001933,2.91096145805128
"expression",1,"1000 1000 1000 1000 1000","1000 1000 1000",32,TRUE,"tanh","rmsprop",0.0783391367092761,FALSE,FALSE,112,5.04974303034811,4.1453793269833,9.40344473004458,1e-14,2.66978966839607,1.36928966195905,TRUE,6.47757774648413,5.76349102656578
"mirna",1,"1000 1000 1000","1000 1000",32,TRUE,"sigmoid","sgd",0.0564923459674804,TRUE,TRUE,188,8.45574306388237,9.80988168468842,9.05879727133783,1e-10,4.51041690446702,3.7239070941729,FALSE,0.150220399478697,5.58232528611589
"expression",1,"1000 1000 1000 1000 1000","1000 1000 1000 1000 1000",256,TRUE,"relu","rmsprop",0.079988756128822,TRUE,TRUE,147,8.9187902519548,6.17518352671862,6.6439289035683,1e-06,3.10071952718618,5.21602418497205,FALSE,9.66533320348552,3.4757467591111
"mirna",1,"1000 1000","1000 1000 1000 1000 1000",32,FALSE,"sigmoid","rmsprop",0.0918087130690683,FALSE,TRUE,323,9.492534742878,2.37900593961141,5.31880833743489,1e-12,4.10958020922461,6.57739974029828,FALSE,2.56140252036483,2.58435154184841
"mirna",1,"1000 1000 1000","1000",256,FALSE,"tanh","rmsprop",0.0104217560620177,FALSE,TRUE,228,1.15839693350546,4.58735181709962,7.21576232532389,1e-08,4.39466305409352,2.45711310251849,FALSE,5.74778872526016,5.38254314075113
"expression",1,"1000 1000 1000 1000","1000 1000 1000 1000",256,TRUE,"relu","adam",0.0848140529217321,FALSE,TRUE,206,3.30495733210434,5.40839760183903,1.7284720066213,1e-08,8.95571952116177,1.1336097487621,TRUE,4.24106470461143,7.91518961086749
"mirna",1,"1000 1000 1000","1000 1000 1000 1000 1000",256,TRUE,"tanh","adam",0.0645626529411045,TRUE,FALSE,381,6.73544905855959,6.3826961054229,7.58167983466759,1e-08,9.42593438920956,6.66586239899159,TRUE,6.00153672516633,5.66194925125319
"mirna",1,"1000 1000 1000 1000 1000","1000 1000",64,FALSE,"relu","adam",0.0779957042794491,FALSE,TRUE,334,4.28166566341432,4.53338413474651,6.69738829751965,1e-14,5.30691689777423,0.609580876183463,TRUE,7.86513579204713,6.19206489985755
"expression",1,"1000 1000 1000","1000",128,FALSE,"relu","sgd",0.0326353633941946,FALSE,FALSE,285,6.25454185558741,3.45732288038769,0.585993803569581,1e-12,2.74741029358376,4.02741985737346,TRUE,4.97838118482442,4.4501374074053
"mirna",1,"1000 1000 1000 1000 1000","1000 1000 1000",64,TRUE,"relu","sgd",0.0464583656085991,TRUE,TRUE,291,1.05382775083062,8.76333608388712,4.93582153620198,1e-12,9.86448594766027,7.40194367235992,TRUE,5.88321620083553,0.176825322138357
"mirna",1,"1000","1000 1000 1000",128,TRUE,"sigmoid","rmsprop",0.027128993182294,FALSE,FALSE,217,5.57955141591365,3.62145959988673,4.74965968452976,1e-12,2.1525798342715,4.08856960675097,FALSE,8.71366061929222,5.20426655315746
"mirna",1,"1000 1000 1000 1000 1000","1000 1000",64,TRUE,"sigmoid","rmsprop",0.0517380804023176,FALSE,TRUE,148,3.77925444314001,3.10336906819375,6.93716648727655,1e-10,8.74085904877118,3.06776723635383,FALSE,3.18155002966985,2.11627500615811
"mirna",1,"1000 1000 1000","1000 1000 1000",128,FALSE,"tanh","sgd",0.095571578445284,FALSE,FALSE,364,3.89204021763138,0.499426747087774,1.99783693089732,1e-12,4.55664133630515,9.84890920196543,FALSE,3.30072257579346,2.42979111091058
"mirna",1,"1000","1000 1000 1000 1000",128,TRUE,"tanh","sgd",0.0123269079271649,FALSE,TRUE,452,7.63659001869519,1.2826963253473,5.5053717941558,1e-10,5.71765571233489,1.37175697000348,FALSE,9.90905713830847,7.57063688884711
"mirna",1,"1000","1000",32,FALSE,"tanh","sgd",0.0788875394067826,FALSE,FALSE,150,5.99273754818199,8.00156666239645,6.80294404169079,1e-10,2.33989641462542,0.544970132152084,FALSE,8.36394072144726,2.25734158705737
"expression",1,"1000 1000 1000","1000 1000 1000 1000 1000",64,FALSE,"sigmoid","sgd",0.0449941159951756,TRUE,FALSE,106,4.66269501796128,8.9960509722211,8.41409253672464,1e-12,9.69140506109904,7.06016986551811,FALSE,6.31743862141937,7.1155801667686
"mirna",1,"1000 1000 1000 1000","1000 1000 1000 1000",128,FALSE,"sigmoid","rmsprop",0.0242536672051694,TRUE,TRUE,330,6.2340598315329,1.55188486735815,1.19527445758111,1e-10,0.615616742381232,1.41356957908953,TRUE,9.0567549076335,8.534806890938
"mirna",1,"1000 1000 1000 1000 1000","1000 1000",128,FALSE,"sigmoid","adam",0.0698164201530713,FALSE,TRUE,274,0.0661866074353548,1.63839041634657,3.40353235403658,1e-12,4.55422384084878,6.58549336076947,FALSE,6.85309785942882,0.22021276764308
"mirna",1,"1000 1000","1000 1000",32,FALSE,"tanh","sgd",0.0683076357113728,FALSE,TRUE,340,8.41453220174633,9.50765492983307,1.76422059486737,1e-14,7.64349409239022,6.08809214089415,TRUE,7.07688419931059,7.03199319000859
"mirna",1,"1000 1000 1000 1000 1000","1000 1000 1000 1000 1000",512,TRUE,"sigmoid","adam",0.0419998434057833,TRUE,TRUE,364,7.13718136545124,6.53602836512649,0.530459722786909,1e-14,1.38917251080343,4.05941927876906,TRUE,8.0523041937301,2.58892590708021
"mirna",1,"1000 1000 1000 1000 1000","1000 1000",64,TRUE,"sigmoid","rmsprop",0.0538922678340656,FALSE,FALSE,413,8.27265699204387,3.09016212514595,3.41608329655952,1e-08,2.68830936528089,8.30176544496906,FALSE,2.08613077909777,7.90872250309628
"expression",1,"1000 1000 1000","1000",32,FALSE,"tanh","rmsprop",0.08181099624271,FALSE,FALSE,431,6.70369664087356,9.47507504259485,6.13172047667438,1e-06,4.13590879989506,5.39228586567566,TRUE,3.17782242989648,8.95347984969678
"mirna",1,"1000 1000 1000 1000","1000 1000 1000 1000 1000",128,FALSE,"tanh","rmsprop",0.0749235783469565,FALSE,FALSE,296,2.22511735105803,0.64641279988308,6.6716686775221,1e-06,4.36809946695109,4.86631614390644,TRUE,0.23703151897797,7.26804271708481
"expression",1,"1000","1000 1000 1000",256,TRUE,"tanh","adam",0.0917540575959,TRUE,FALSE,297,2.69326012325272,6.3468876254572,2.69784224610776,1e-08,5.41794918794112,3.88684648646275,FALSE,5.97052173623449,9.52648187334814
"mirna",1,"1000 1000 1000 1000","1000",128,TRUE,"relu","rmsprop",0.0271061356428033,TRUE,TRUE,468,3.23781944338995,2.99695541876655,0.511287374078529,1e-10,6.15816609724652,5.42032200431102,TRUE,6.8275937648683,5.64972857685721
"expression",1,"1000","1000 1000 1000",128,TRUE,"tanh","sgd",0.0168269329540432,FALSE,TRUE,352,9.40405834322335,8.71205307171856,9.93841036944534,1e-06,6.59370224102581,8.42569678003318,TRUE,5.58286644205076,7.25911067761416
"expression",1,"1000 1000 1000 1000","1000 1000 1000",512,FALSE,"sigmoid","sgd",0.0371307100501636,TRUE,FALSE,291,3.37227775619818,0.460921455354168,0.151424651907291,1e-06,2.53078971004166,1.39359747007489,FALSE,8.9676055608834,2.20818529809821
"mirna",1,"1000","1000 1000",128,FALSE,"relu","rmsprop",0.0634784301352718,TRUE,TRUE,389,0.766546140854321,3.47698449359028,4.47603674133308,1e-14,8.54759245051375,0.279464135669405,FALSE,4.43243541527525,5.40762026097633
"expression",1,"1000 1000","1000 1000",256,FALSE,"relu","sgd",0.0910622584412529,TRUE,FALSE,173,0.845749536991431,8.67950490089827,3.44935163142858,1e-06,6.41379235751594,2.75371553778998,TRUE,9.32115725822754,5.36183348500567
"mirna",1,"1000 1000 1000 1000","1000 1000 1000",1024,TRUE,"tanh","adam",0.0230904655167729,TRUE,TRUE,379,0.616795687612991,9.21455780593858,8.39841006579343,1e-06,1.25159497648178,2.32068323366693,TRUE,0.597393685551269,9.23011162811528
"expression",1,"1000 1000 1000 1000","1000",512,TRUE,"tanh","rmsprop",0.00652319237611204,FALSE,TRUE,265,3.77407476090289,6.45293785759421,3.39667643783381,1e-14,1.30016651015491,8.96776147427969,FALSE,9.84257882315681,3.35277562950919
"expression",1,"1000 1000 1000 1000","1000 1000 1000",128,TRUE,"tanh","rmsprop",0.0758699656842403,TRUE,TRUE,137,6.82727356832133,8.93134776607923,2.87759251040174,1e-08,8.08547960715416,0.503113535018638,TRUE,2.16435301483396,9.9962177009357
"expression",1,"1000","1000 1000 1000 1000",128,FALSE,"tanh","sgd",0.0433204006518048,TRUE,FALSE,188,9.0602285248137,4.81460433602917,7.25929378155502,1e-06,2.01533940932958,6.26471967149759,FALSE,4.11015748040744,0.337133868468324
"mirna",1,"1000","1000 1000 1000 1000",256,TRUE,"sigmoid","rmsprop",0.0122713416913128,FALSE,FALSE,178,2.0651085469839,0.491469834273418,3.06282502759248,1e-12,8.14847926047409,3.2828271721967,FALSE,4.10945468399438,1.13920913676393
"mirna",1,"1000 1000 1000 1000","1000 1000 1000",512,FALSE,"sigmoid","rmsprop",0.0259809408660253,FALSE,TRUE,499,1.33778539396121,4.31068047435059,4.52422333717113,1e-10,6.79439287559931,6.89701324673719,TRUE,3.36696274355631,1.43132790105175
"expression",1,"1000 1000 1000","1000 1000 1000 1000 1000",32,TRUE,"relu","rmsprop",0.0486503155013036,TRUE,FALSE,493,6.74610059148934,6.35139833523667,3.17591316463659,1e-10,7.74123418424121,9.06180499258335,FALSE,6.10585522305737,0.621514010877386
"mirna",1,"1000 1000 1000 1000 1000","1000 1000 1000",64,FALSE,"sigmoid","sgd",0.0678386168813747,FALSE,FALSE,185,8.21543163328064,4.44959944323348,6.89058980844915,1e-08,3.04452810247211,0.931865017372183,FALSE,7.26282568367951,2.87974559517955
"expression",1,"1000 1000 1000 1000","1000 1000 1000 1000",64,TRUE,"sigmoid","sgd",0.0553686894422779,FALSE,FALSE,294,4.77590181259262,9.12456686238478,3.9566119204904,1e-10,0.916527327652317,9.85731352106319,TRUE,4.27556714211888,4.62950459040308
"mirna",1,"1000 1000 1000 1000 1000","1000 1000 1000",64,FALSE,"sigmoid","rmsprop",0.0637109918842239,TRUE,TRUE,212,9.96636731651663,7.19769875279993,6.53496546560782,1e-10,2.41687050202021,8.19308157606516,TRUE,3.63382148797144,6.3388133265294
"expression",1,"1000 1000 1000 1000 1000","1000 1000",256,TRUE,"relu","adam",0.0308212319403868,FALSE,FALSE,350,1.4217931599933,0.0701707470018502,9.21914601874305,1e-10,9.66500753748826,6.62061851874809,TRUE,9.12051861181407,8.68803928421279
"expression",1,"1000 1000","1000 1000 1000",32,TRUE,"relu","sgd",0.00508218521244797,FALSE,TRUE,117,9.86372656529257,8.02468939531195,0.192427316897083,1e-08,9.98640524112533,1.17028009008034,TRUE,8.1928050937437,7.6819441577317
"mirna",1,"1000","1000",128,TRUE,"tanh","adam",0.085379951417875,FALSE,FALSE,285,8.52244200138315,2.76322902693059,8.63813784450292,1e-08,7.39585428126865,6.86618386246962,FALSE,8.76290192703227,9.95405661912237
"expression",1,"1000 1000 1000 1000","1000 1000 1000 1000",1024,FALSE,"relu","rmsprop",0.0382272924079262,FALSE,TRUE,300,5.86946114987061,7.63800654950335,7.14484331841348,1e-08,7.27407058652086,3.98776928853476,TRUE,2.25797023610133,9.84214349059347
"expression",1,"1000 1000 1000 1000 1000","1000",64,TRUE,"relu","sgd",0.00753583121717684,FALSE,TRUE,365,6.32924980119736,0.391655962587308,1.20545796987019,1e-06,6.31554785681122,0.515666064595571,FALSE,7.60428004651737,1.6772765068714
"expression",1,"1000","1000",256,FALSE,"sigmoid","adam",0.0640609017260606,TRUE,FALSE,353,2.63031679011159,3.85925490179941,2.50587339029647,1e-08,9.16392289165814,5.10870201505953,TRUE,9.55030018100243,2.67220132023774
"expression",1,"1000 1000 1000","1000 1000 1000 1000 1000",512,TRUE,"relu","sgd",0.0483349072101779,FALSE,TRUE,357,6.81293241988847,7.80798466084372,9.48057264548959,1e-12,1.26476252693671,8.02486092812032,FALSE,1.83327793264868,4.57966869982186
"expression",1,"1000 1000 1000 1000","1000 1000 1000 1000 1000",128,TRUE,"relu","adam",0.0951281061450008,TRUE,TRUE,478,1.85636540329092,4.30982654311764,4.26620925665484,1e-12,3.67052113746541,4.00240623783786,TRUE,9.61800238710749,6.45823749256148
"expression",1,"1000 1000 1000","1000 1000 1000 1000 1000",512,FALSE,"tanh","sgd",0.0742136590238063,FALSE,FALSE,318,8.79382956565445,9.16962532939557,0.791826530199032,1e-14,4.12549337347772,5.05456860046368,FALSE,5.96920663492242,6.57198481164025
"mirna",1,"1000 1000","1000",512,TRUE,"relu","sgd",0.0455872359691057,FALSE,TRUE,302,0.684191482504907,0.200812895187453,4.35093244569609,1e-12,0.35484784748247,1.43109142958187,FALSE,7.92828510023472,0.362188037792518
"expression",1,"1000 1000 1000 1000","1000 1000 1000",1024,TRUE,"relu","adam",0.0240561911732919,FALSE,TRUE,450,0.673980959840894,6.35711128191177,2.54772769297357,1e-08,3.0126168655177,3.37161495676497,TRUE,5.15564524427711,6.95925245763001
"expression",1,"1000","1000",32,FALSE,"tanh","rmsprop",0.00241327790456809,TRUE,FALSE,187,7.09643756033952,5.53320685864847,0.991996398625197,1e-14,8.2789860368278,3.58025643012486,TRUE,4.11930740393571,6.41899958736488
"expression",1,"1000 1000 1000","1000 1000 1000",128,TRUE,"relu","adam",0.0684034882936138,TRUE,FALSE,131,8.65898120317951,2.83389041809034,5.21850601394311,1e-06,3.65836887106573,9.10734354904271,FALSE,3.48949816795084,7.85552310504424
"expression",1,"1000 1000 1000 1000","1000 1000 1000 1000",128,FALSE,"tanh","adam",0.0813326835821237,TRUE,TRUE,356,6.34554165799176,6.5687521547199,6.32192357530468,1e-10,6.56203151057215,3.51064262582571,FALSE,7.04771665966067,5.93592614601796
"expression",1,"1000 1000 1000","1000 1000",32,TRUE,"tanh","rmsprop",0.0344190991116026,FALSE,FALSE,420,1.98774070952727,0.318999776557675,1.48122883006348,1e-14,5.5089722502993,6.25144288439536,TRUE,5.01295567969781,3.11796262343658
"expression",1,"1000 1000","1000 1000 1000 1000",512,TRUE,"sigmoid","adam",0.0735318484658456,FALSE,TRUE,308,3.031616903543,4.54328767977381,9.62458056033356,1e-14,1.788280410184,5.50687664052122,FALSE,2.3150885335996,1.26316188657823
"expression",1,"1000 1000 1000 1000","1000 1000",128,FALSE,"tanh","sgd",0.0811210808229678,FALSE,FALSE,226,9.76952921843708,8.56808726274031,0.689380631385138,1e-08,3.57140074205511,2.48134113742621,FALSE,9.16847377618461,8.04364161226857
"expression",1,"1000 1000 1000","1000 1000 1000 1000",512,FALSE,"tanh","sgd",0.0756422023067166,FALSE,TRUE,183,9.4624725090656,8.43628683985803,7.0803779318172,1e-12,2.56811687906657,9.59092288394808,TRUE,1.77046149552846,1.23942797081575
"mirna",1,"1000 1000 1000 1000 1000","1000 1000 1000 1000 1000",512,FALSE,"sigmoid","sgd",0.0494930258929324,FALSE,FALSE,244,6.86945173368179,0.525892740464193,7.489188456462,1e-08,6.24483496720854,4.0909943534364,TRUE,5.02984649491433,5.71400243810947
"mirna",1,"1000 1000","1000 1000",128,FALSE,"tanh","rmsprop",0.00925651929927666,TRUE,FALSE,305,2.96528109124464,4.48525148790065,7.93718318440137,1e-12,3.77447513559037,9.1855384626158,TRUE,8.6258939108223,0.162280617461182
"expression",1,"1000 1000 1000 1000","1000 1000 1000 1000",256,TRUE,"sigmoid","adam",0.0985641841355926,TRUE,TRUE,328,1.87855621413159,2.62291965629245,0.0990141905355267,1e-12,8.68748331011071,7.9877432116901,TRUE,9.16175995940707,8.06728931811913
"mirna",1,"1000 1000 1000","1000 1000 1000 1000 1000",64,FALSE,"relu","rmsprop",0.0177488239931443,TRUE,FALSE,127,2.65390675317558,9.9245122548033,8.87337744670454,1e-12,7.26797655148479,3.80391270462656,FALSE,8.42528159878489,8.61638206935997
"mirna",1,"1000 1000 1000 1000 1000","1000 1000",512,FALSE,"tanh","adam",0.0145609658971249,TRUE,TRUE,432,4.73723048922599,2.06919456096976,6.68613103836426,1e-14,3.55876956107498,0.822712642604019,TRUE,2.13313675380835,3.05751912265201
"expression",1,"1000 1000 1000 1000 1000","1000 1000 1000",256,FALSE,"tanh","sgd",0.0155136017360553,FALSE,TRUE,129,6.90189456872076,0.884826489332186,5.86081502242596,1e-06,9.37999406750159,8.20096773066325,FALSE,1.35655629368797,3.34490337982232
"mirna",1,"1000 1000 1000","1000 1000",32,TRUE,"tanh","sgd",0.0601781281992822,TRUE,FALSE,473,9.87307558717242,9.33824194750426,3.03001312024659,1e-08,5.91904040040051,6.81373044636915,FALSE,5.8850572838288,8.90292574854603
"expression",1,"1000 1000 1000 1000","1000 1000",128,TRUE,"sigmoid","sgd",0.00800726516350691,FALSE,TRUE,350,5.46074064589905,0.142899214292112,5.66258485622006,1e-14,9.23388263993992,0.959308467828669,TRUE,2.33974200082616,0.646353116484133
"expression",1,"1000 1000 1000","1000 1000 1000 1000 1000",128,TRUE,"relu","adam",0.00387704309698701,TRUE,TRUE,313,0.280881469939299,6.8131726174959,8.80624553299975,1e-12,5.42165419927129,0.580636169938371,FALSE,4.53903667235734,3.95695833810339
"mirna",1,"1000 1000 1000 1000","1000 1000 1000 1000",128,TRUE,"relu","sgd",0.0352543197536621,FALSE,FALSE,331,8.8242065971338,3.1705330326783,0.414322117324918,1e-08,7.7020944590828,5.98623079421581,FALSE,8.32597568685789,3.13424490269038
"expression",1,"1000 1000 1000","1000 1000",128,FALSE,"relu","adam",0.0751769680069544,TRUE,TRUE,459,3.05441384107856,5.72051540109841,6.9210711871332,1e-10,3.3520325007721,4.77429726377944,TRUE,3.2909371771793,2.15487074179004
"expression",1,"1000","1000 1000 1000 1000",128,FALSE,"sigmoid","adam",0.0876553307461727,FALSE,TRUE,243,9.15699438826353,8.70030986241754,6.24336328411941,1e-14,8.28654380350821,7.44101488702232,FALSE,5.08629092670469,2.54717371719481
"expression",1,"1000 1000 1000 1000","1000 1000 1000 1000",64,TRUE,"tanh","sgd",0.0286297043008569,FALSE,FALSE,397,1.89598769033305,7.6219652771973,2.13972133514355,1e-06,7.15724981188817,4.33599571895669,FALSE,3.02248521173491,5.44225750249397
